CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0175,Male,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Credit card,61.5,1177.77,0
CUST0176,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,83.23,1238.81,1
CUST0177,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,No,Bank transfer,116.48,2203.85,1
CUST0178,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,54.8,1141.09,1
CUST0179,Male,0,No,Yes,21,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,23.59,490.0,0
CUST0180,Female,0,No,Yes,37,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,58.55,2164.54,0
CUST0181,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,46.14,1665.19,0
CUST0182,Male,0,Yes,No,71,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer,62.43,4432.16,0
CUST0183,Male,0,No,No,2,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,25.92,50.63,1
CUST0184,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,113.21,2833.35,0
CUST0185,Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,75.76,3190.97,0
CUST0186,Male,1,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,27.09,1575.75,1
CUST0187,Male,1,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,57.69,3915.69,0
CUST0188,Female,0,Yes,Yes,7,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Mailed check,90.99,627.67,0
CUST0189,Male,0,Yes,Yes,56,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,99.37,5556.34,0
CUST0190,Male,0,No,Yes,39,No,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer,110.0,4286.03,0
CUST0191,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,105.97,2648.52,0
CUST0192,Male,0,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,30.13,1541.97,0
CUST0193,Male,0,Yes,No,12,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,65.53,777.41,0
CUST0194,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,57.84,1507.25,1
CUST0195,Male,0,No,No,18,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,96.91,1743.59,1
CUST0196,Male,1,No,Yes,62,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,No,Bank transfer,110.44,6843.07,0
CUST0197,Male,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,118.94,1554.3,0
CUST0198,Male,0,Yes,No,6,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,35.11,209.91,0
CUST0199,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,87.72,5254.79,1
CUST0200,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,48.38,3006.56,0
CUST0201,Female,1,Yes,No,29,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,108.97,3165.48,0
CUST0202,Female,0,Yes,Yes,31,No,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,45.94,1431.56,1
CUST0203,Male,0,Yes,Yes,18,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.94,1924.03,0
CUST0204,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer,69.48,3956.64,1
CUST0205,Male,1,Yes,No,36,No,No,No,Yes,No,No,Yes,No internet service,No,One year,Yes,Credit card,94.51,3397.41,0
CUST0206,Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.28,693.21,1
CUST0207,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,51.21,3585.68,0
CUST0208,Male,1,No,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card,113.08,3055.92,1
CUST0209,Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Electronic check,84.52,3376.49,0
CUST0210,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,66.55,2603.51,1
CUST0211,Male,0,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,95.3,6569.39,0
CUST0212,Male,0,Yes,Yes,64,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.55,4379.01,0
CUST0213,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,28.42,1255.14,1
CUST0214,Female,0,No,Yes,9,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,36.65,323.83,0
CUST0215,Male,1,Yes,Yes,67,Yes,No,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Credit card,114.07,7638.74,0
CUST0216,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,One year,No,Mailed check,59.75,415.11,0
CUST0217,Female,0,Yes,No,6,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,57.9,345.31,0
CUST0218,Female,0,No,Yes,8,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,71.34,575.9,0
CUST0219,Female,0,Yes,No,23,No,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,89.81,2062.69,1
CUST0220,Male,0,No,Yes,52,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,26.33,1360.8,0
CUST0221,Female,0,No,Yes,26,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer,71.95,1872.11,0
CUST0222,Female,0,Yes,Yes,27,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,79.71,2156.2,0
CUST0223,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer,55.78,2223.03,0
CUST0224,Female,0,No,No,18,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card,33.46,597.11,0
CUST0225,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,77.34,1092.22,0
CUST0226,Male,0,No,No,11,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,37.4,420.21,0
CUST0227,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,44.55,1298.08,1
CUST0228,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer,98.33,793.67,1
CUST0229,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Bank transfer,77.91,2719.76,0
CUST0230,Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,76.68,2291.58,0
CUST0231,Female,0,No,No,23,No,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,39.55,903.37,1
CUST0232,Male,0,No,No,61,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer,26.96,1645.09,0
CUST0233,Male,0,Yes,Yes,3,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer,96.28,287.65,0
CUST0234,Female,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card,37.65,907.18,0
CUST0235,Female,0,Yes,Yes,42,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,57.09,2406.99,0
CUST0236,Female,1,No,Yes,41,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.53,3579.81,1
CUST0237,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,60.93,847.46,1
CUST0238,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card,66.73,1943.9,1
CUST0239,Male,0,Yes,Yes,9,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,44.1,387.8,0
CUST0240,Male,0,No,Yes,55,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,24.56,1347.41,1
CUST0241,Male,0,Yes,No,70,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,59.84,4192.15,0
CUST0242,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,93.55,191.36,0
CUST0243,Female,0,No,No,50,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,100.4,5017.22,0
CUST0244,Female,0,No,No,54,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,85.64,4617.66,1
CUST0245,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,One year,No,Credit card,79.92,-4.98,0
CUST0246,Female,0,Yes,Yes,7,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,83.44,593.34,0
CUST0247,Male,1,Yes,No,6,No,No phone service,DSL,No,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,101.76,601.28,0
CUST0248,Male,1,No,Yes,7,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer,63.41,453.59,1
CUST0249,Female,1,Yes,No,45,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,49.04,2213.68,1
CUST0250,Female,0,No,No,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,98.88,-9.21,1
CUST0251,Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,101.66,6614.99,1
CUST0252,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,57.52,3791.14,0
CUST0253,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,40.08,2320.29,0
CUST0254,Female,0,Yes,No,11,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,53.74,597.91,0
CUST0255,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card,109.77,3294.2,0
CUST0256,Male,0,Yes,No,50,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.38,5924.39,1
CUST0257,Male,0,No,No,68,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,38.12,2584.67,1
CUST0258,Female,0,Yes,Yes,17,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,103.21,1756.43,0
CUST0259,Male,0,Yes,Yes,6,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,104.3,635.41,1
CUST0260,Female,0,Yes,No,45,No,Yes,DSL,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,102.07,4598.26,1
CUST0261,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,27.28,386.17,1
CUST0262,Male,0,No,No,23,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,112.75,2596.24,1
CUST0263,Male,0,No,No,32,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,61.81,1982.44,0
CUST0264,Female,1,No,No,47,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.78,2949.02,1
CUST0265,Female,0,Yes,Yes,8,No,Yes,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,23.5,190.06,0
CUST0266,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,36.87,1503.36,1
CUST0267,Female,0,No,Yes,30,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,66.71,1998.4,1
CUST0268,Female,1,No,Yes,63,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,64.56,4076.57,1
CUST0269,Male,0,No,Yes,62,Yes,No,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,50.0,3094.13,0
CUST0270,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,One year,No,Electronic check,29.61,3.59,0
CUST0271,Female,1,No,Yes,32,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer,112.27,3585.41,0
CUST0272,Female,0,No,No,8,No,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,75.84,608.49,0
CUST0273,Male,0,Yes,No,4,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,62.17,248.71,1
CUST0274,Female,1,No,No,53,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,81.04,4287.05,1
CUST0275,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,110.92,1100.98,1
CUST0276,Male,0,No,No,57,No,No phone service,DSL,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card,41.18,2344.98,0
CUST0277,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,75.66,2268.6,0
CUST0278,Male,0,Yes,Yes,42,Yes,No phone service,No,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,73.0,3068.64,0
CUST0279,Female,1,Yes,Yes,32,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,77.57,2486.64,0
CUST0280,Female,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,116.06,3242.62,0
CUST0281,Male,1,Yes,No,2,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,63.78,122.09,0
CUST0282,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,59.59,3282.67,1
CUST0283,Female,0,Yes,Yes,52,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Credit card,40.17,2083.64,0
CUST0284,Male,0,Yes,Yes,64,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Electronic check,33.59,2149.73,0
CUST0285,Male,0,No,No,14,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,112.12,1572.17,1
CUST0286,Male,1,No,No,3,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer,37.06,108.72,1
CUST0287,Female,1,No,No,32,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,75.19,2401.24,0
CUST0288,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,115.12,2541.83,0
CUST0289,Female,0,No,No,46,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Credit card,35.91,1656.31,0
CUST0290,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,20.29,1228.31,0
CUST0291,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,31.89,1954.02,1
CUST0292,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,52.34,626.3,1
CUST0293,Female,0,Yes,No,71,Yes,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.14,3269.81,0
CUST0294,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,100.1,3897.45,0
CUST0295,Female,0,Yes,No,34,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,61.58,2103.46,0
CUST0296,Male,0,No,Yes,25,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer,102.26,2557.71,0
CUST0297,Male,0,No,No,50,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,103.24,5155.39,1
CUST0298,Male,0,No,No,3,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Mailed check,62.7,185.8,0
CUST0299,Male,0,Yes,No,43,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,46.3,1997.21,0
CUST0300,Female,0,Yes,Yes,28,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,76.29,2141.28,1
CUST0301,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Electronic check,39.68,1581.11,0
CUST0302,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card,108.99,6534.84,0
CUST0303,Female,0,No,Yes,54,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,26.62,1433.76,0
CUST0304,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card,100.66,102.96,1
CUST0305,Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,58.62,3566.59,0
CUST0306,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,28.12,1356.99,0
CUST0307,Female,0,No,Yes,64,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,62.21,3985.53,1
CUST0308,Female,1,No,No,27,Yes,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card,69.02,1868.28,1
CUST0309,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.34,4952.97,1
CUST0310,Female,0,Yes,No,15,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,55.03,815.57,0
CUST0311,Female,0,Yes,No,13,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,59.83,781.21,1
CUST0312,Female,0,No,No,50,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,115.61,5783.4,0
CUST0313,Male,0,No,No,61,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,57.28,3498.86,0
CUST0314,Male,1,Yes,No,23,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,Two year,No,Credit card,26.27,613.63,0
CUST0315,Female,0,No,Yes,28,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,77.54,2161.53,0
CUST0316,Male,0,No,Yes,67,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,30.61,2050.02,0
CUST0317,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,69.46,2014.8,0
CUST0318,Female,0,Yes,Yes,70,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,30.11,2098.2,1
CUST0319,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer,119.85,7067.68,0
CUST0320,Female,0,No,Yes,49,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,54.76,2684.22,0
CUST0321,Female,0,No,No,38,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,62.87,2379.18,0
CUST0322,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card,109.64,5477.18,1
CUST0323,Female,1,No,Yes,15,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Credit card,50.71,752.08,0
CUST0324,Female,1,Yes,No,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,44.01,580.28,1
CUST0325,Female,0,No,No,56,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,27.76,1555.57,1
CUST0326,Male,0,Yes,Yes,48,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Credit card,78.35,3765.85,0
CUST0327,Female,0,No,No,30,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,77.71,2335.72,0
CUST0328,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,81.67,5474.33,1
CUST0329,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer,26.03,1122.57,0
CUST0330,Male,1,No,Yes,46,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.03,3000.86,1
CUST0331,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card,78.8,3460.2,1
CUST0332,Male,1,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,60.72,3105.58,1
CUST0333,Female,0,No,No,64,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.43,3157.27,0
CUST0334,Female,0,No,No,29,Yes,Yes,No,No internet service,No,No,No internet service,No,No internet service,Two year,No,Bank transfer,96.46,2792.26,1
CUST0335,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,61.86,1478.49,1
CUST0336,Female,0,No,Yes,15,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,99.81,1494.11,1
CUST0337,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,26.8,1412.77,0
CUST0338,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,21.79,210.85,0
CUST0339,Female,1,Yes,No,51,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.17,1955.94,0
CUST0340,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Credit card,47.34,1985.38,0
CUST0341,Female,0,No,No,66,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,50.46,3336.34,0
CUST0342,Female,0,Yes,Yes,16,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,69.38,1103.78,1
CUST0343,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,73.98,4220.04,1
CUST0344,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,102.33,1532.91,0
CUST0345,Male,1,No,No,17,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer,104.09,1759.88,0
CUST0346,Male,0,Yes,No,56,No,No phone service,No,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,75.45,4224.16,0
CUST0347,Female,0,No,Yes,71,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.76,7864.86,1
CUST0348,Female,0,No,Yes,63,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,77.26,4872.73,1
CUST0349,Female,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,29.8,1820.29,0
CUST0350,Female,0,Yes,No,15,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,62.48,932.63,1
